scenario,run_id,seed_player_id,season,age,games,goals,assists,weighted_overall,avg_skill,total_skill_change,final_multiplier,profile_name,trait_name,skill_attack,skill_defense,skill_balance,skill_stamina,skill_top_speed,skill_acceleration,skill_response,skill_agility,skill_dribble_accuracy,skill_dribble_speed,skill_short_pass_accuracy,skill_short_pass_speed,skill_long_pass_accuracy,skill_long_pass_speed,skill_shot_accuracy,skill_shot_power,skill_shot_technique,skill_free_kick_accuracy,skill_swerve,skill_heading,skill_jump,skill_technique,skill_aggression,skill_mentality,skill_goal_keeping,skill_team_work
low,1,838,19,19,12,1,1,72.623,69.346,42,3.2268,unknown,regular,71,33,75,78,92,92,70,90,69,87,62,60,64,66,69,76,72,53,54,70,88,73,81,58,41,59
medium,2,838,19,19,26,6,5,66.929,63.692,25,1.0222,unknown,regular,65,27,69,72,86,86,64,84,63,81,57,55,59,61,63,70,66,48,49,64,82,67,75,53,36,54
great,3,838,19,19,35,15,15,66.929,63.654,50,3.0132,unknown,regular,65,27,69,72,86,86,64,84,63,81,57,55,59,61,63,70,66,48,49,64,82,67,75,53,35,54
starter,4,838,17,17,34,2,4,67.893,64.615,49,2.4938,unknown,regular,66,28,70,73,87,87,65,85,64,82,58,56,60,62,64,71,67,49,49,65,83,68,76,54,36,55
bench,5,838,17,17,8,0,0,69.929,66.692,25,1.1837,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,39,57
low,6,838,20,20,12,1,1,73.623,70.308,25,3.2268,unknown,regular,72,34,76,79,93,93,71,91,70,88,63,61,65,67,70,77,73,54,55,71,89,74,82,59,41,60
medium,7,838,20,20,26,6,5,67.929,64.654,25,1.0222,unknown,regular,66,28,70,73,87,87,65,85,64,82,58,56,60,62,64,71,67,49,50,65,83,68,76,54,36,55
great,8,838,20,20,35,15,15,68.929,65.577,50,3.0132,unknown,regular,67,29,71,74,88,88,66,86,65,83,59,57,61,63,65,72,68,50,51,66,84,69,77,55,35,56
starter,9,838,18,18,34,2,4,69.628,66.269,43,2.4938,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,57,61,63,66,73,69,50,50,67,85,70,78,55,36,56
bench,10,838,18,18,8,0,0,70.929,67.654,25,1.1837,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,39,58
low,11,838,21,21,12,1,1,74.623,71.269,25,3.2268,unknown,regular,73,35,77,80,94,94,72,92,71,89,64,62,66,68,71,78,74,55,56,72,90,75,83,60,41,61
medium,12,838,21,21,26,6,5,68.929,65.615,25,1.0222,unknown,regular,67,29,71,74,88,88,66,86,65,83,59,57,61,63,65,72,68,50,51,66,84,69,77,55,36,56
great,13,838,21,21,35,15,15,70.893,67.462,49,3.0132,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,52,68,86,71,79,57,35,58
starter,14,838,19,19,34,2,4,70.628,67.269,26,2.4938,unknown,regular,69,32,73,76,90,90,68,88,67,85,61,58,62,64,67,74,70,51,51,68,86,71,79,56,36,57
