scenario,season,pool_count,pool_weighted_overall_mean,pool_weighted_overall_std,pool_avg_skill_mean,pool_avg_skill_std
zero,19,1,74.402,0.0,71.692,0.0
zero,20,1,75.402,0.0,72.654,0.0
zero,21,1,76.402,0.0,73.615,0.0
zero,22,1,77.402,0.0,74.577,0.0
zero,23,1,78.402,0.0,75.538,0.0
zero,24,1,79.402,0.0,76.5,0.0
zero,25,1,79.753,0.0,76.846,0.0
zero,26,1,79.798,0.0,76.923,0.0
zero,27,1,79.798,0.0,76.923,0.0
zero,28,1,79.798,0.0,76.923,0.0
zero,29,1,79.798,0.0,76.923,0.0
zero,30,1,79.798,0.0,76.923,0.0
zero,31,1,79.798,0.0,76.923,0.0
zero,32,1,79.798,0.0,76.923,0.0
zero,33,1,79.798,0.0,76.923,0.0
zero,34,1,79.798,0.0,76.923,0.0
zero,35,1,79.798,0.0,76.923,0.0
