scenario,season,pool_count,pool_weighted_overall_mean,pool_weighted_overall_std,pool_avg_skill_mean,pool_avg_skill_std
zero,17,6,64.55,1.99,63.34,1.993
zero,18,11,65.903,1.824,64.664,1.835
zero,19,17,66.82,2.085,65.563,2.084
zero,20,17,67.883,2.088,66.584,2.083
zero,21,17,68.859,2.083,67.518,2.074
zero,22,17,69.751,2.053,68.371,2.04
zero,23,17,70.58,1.995,69.163,1.978
zero,24,17,71.302,1.959,69.853,1.939
zero,25,17,71.666,2.009,70.195,1.98
zero,26,17,71.789,1.984,70.308,1.956
zero,27,17,71.856,1.959,70.369,1.933
zero,28,17,71.887,1.945,70.398,1.92
zero,29,17,71.902,1.937,70.412,1.913
zero,30,17,71.902,1.937,70.412,1.913
zero,31,17,71.902,1.937,70.412,1.913
zero,32,17,71.902,1.937,70.412,1.913
zero,33,17,71.902,1.937,70.412,1.913
zero,34,17,71.741,1.793,70.258,1.78
zero,35,17,71.587,1.696,70.111,1.692
low,17,2,65.152,0.065,63.923,0.077
low,18,9,66.938,1.447,65.701,1.442
low,19,17,66.871,2.335,65.618,2.314
low,20,17,67.993,2.227,66.695,2.208
low,21,17,69.058,2.171,67.715,2.155
low,22,17,70.031,2.18,68.647,2.164
low,23,17,70.991,2.202,69.568,2.186
low,24,17,71.887,2.279,70.428,2.26
low,25,17,72.408,2.309,70.916,2.277
low,26,17,72.753,2.309,71.24,2.268
low,27,17,72.905,2.338,71.38,2.29
low,28,17,72.996,2.361,71.464,2.308
low,29,17,73.046,2.376,71.509,2.32
low,30,17,73.034,2.391,71.498,2.334
low,31,17,73.027,2.401,71.491,2.343
low,32,17,73.007,2.434,71.473,2.373
low,33,17,72.988,2.469,71.455,2.406
low,34,17,72.352,2.214,70.848,2.165
low,35,17,71.714,2.013,70.24,1.975
medium,17,6,67.2,3.252,65.942,3.227
medium,18,13,67.717,3.17,66.423,3.129
medium,19,17,68.368,3.591,67.038,3.529
medium,20,17,69.782,3.682,68.394,3.608
medium,21,17,70.928,3.705,69.5,3.629
medium,22,17,72.528,4.618,71.027,4.488
medium,23,17,74.067,5.199,72.493,5.04
medium,24,17,75.395,5.768,73.79,5.602
medium,25,17,75.843,5.619,74.224,5.468
medium,26,17,76.163,5.455,74.529,5.313
medium,27,17,76.433,5.327,74.787,5.192
medium,28,17,76.535,5.357,74.885,5.221
medium,29,17,76.606,5.424,74.952,5.287
medium,30,17,76.59,5.523,74.937,5.38
medium,31,17,76.539,5.648,74.887,5.499
medium,32,17,76.484,5.779,74.835,5.624
medium,33,17,76.43,5.917,74.783,5.755
medium,34,17,75.361,5.342,73.758,5.201
medium,35,17,74.294,4.846,72.735,4.722
great,17,4,65.425,1.747,64.154,1.746
great,18,10,67.534,1.864,66.227,1.869
great,19,17,68.381,2.258,67.045,2.235
great,20,17,70.01,2.121,68.606,2.096
great,21,17,71.276,1.899,69.821,1.88
great,22,17,72.364,1.823,70.864,1.807
great,23,17,73.485,1.908,71.934,1.873
great,24,17,74.87,2.629,73.256,2.555
great,25,17,75.765,2.692,74.111,2.615
great,26,17,76.336,2.642,74.649,2.567
great,27,17,76.695,2.645,74.986,2.571
great,28,17,76.905,2.703,75.183,2.626
great,29,17,77.003,2.737,75.274,2.66
great,30,17,77.003,2.737,75.274,2.66
great,31,17,77.003,2.737,75.274,2.66
great,32,17,77.003,2.737,75.274,2.66
great,33,17,77.003,2.737,75.274,2.66
great,34,17,75.837,2.304,74.161,2.248
great,35,17,74.688,1.931,73.066,1.893
starter,17,5,65.552,1.492,64.308,1.492
starter,18,11,66.637,1.669,65.36,1.643
starter,19,16,67.818,1.946,66.507,1.903
starter,20,16,69.252,1.997,67.882,1.941
starter,21,16,70.422,2.01,69.007,1.949
starter,22,16,71.501,1.999,70.043,1.934
starter,23,16,72.482,1.995,70.986,1.929
starter,24,16,73.678,2.359,72.123,2.259
starter,25,16,74.444,2.621,72.849,2.501
starter,26,16,74.851,2.69,73.233,2.563
starter,27,16,75.134,2.768,73.498,2.634
starter,28,16,75.303,2.842,73.654,2.701
starter,29,16,75.372,2.854,73.719,2.712
starter,30,16,75.372,2.854,73.719,2.712
starter,31,16,75.372,2.854,73.719,2.712
starter,32,16,75.372,2.854,73.719,2.712
starter,33,16,75.372,2.854,73.719,2.712
starter,34,16,74.499,2.31,72.887,2.196
starter,35,16,73.639,1.854,72.067,1.767
bench,17,3,65.861,2.09,64.654,2.087
bench,18,10,66.552,1.839,65.327,1.832
bench,19,16,67.135,2.107,65.88,2.097
bench,20,16,68.227,1.934,66.925,1.929
bench,21,16,69.255,1.846,67.911,1.842
bench,22,16,70.184,1.862,68.796,1.858
bench,23,16,71.029,1.917,69.601,1.912
bench,24,16,71.763,2.076,70.3,2.061
bench,25,16,72.122,2.081,70.639,2.058
bench,26,16,72.347,2.06,70.851,2.03
bench,27,16,72.542,2.101,71.034,2.061
bench,28,16,72.667,2.153,71.147,2.103
bench,29,16,72.71,2.179,71.188,2.125
bench,30,16,72.71,2.179,71.188,2.125
bench,31,16,72.71,2.179,71.188,2.125
bench,32,16,72.687,2.233,71.166,2.176
bench,33,16,72.661,2.296,71.142,2.235
bench,34,16,72.165,1.995,70.668,1.95
bench,35,16,71.671,1.751,70.197,1.717
