scenario,season,pool_count,pool_weighted_overall_mean,pool_weighted_overall_std,pool_avg_skill_mean,pool_avg_skill_std
zero,17,1,70.247,0.0,67.5,0.0
zero,18,1,71.467,0.0,68.692,0.0
zero,19,2,73.435,0.968,70.673,1.019
zero,20,2,74.435,0.968,71.635,1.019
zero,21,2,75.435,0.968,72.596,1.019
zero,22,2,76.435,0.968,73.558,1.019
zero,23,2,77.435,0.968,74.519,1.019
zero,24,2,78.435,0.968,75.481,1.019
zero,25,2,79.152,0.686,76.173,0.75
zero,26,2,79.617,0.266,76.635,0.365
zero,27,2,79.831,0.097,76.846,0.192
zero,28,2,79.851,0.077,76.865,0.173
zero,29,2,79.851,0.077,76.865,0.173
zero,30,2,78.675,0.208,75.75,0.288
zero,31,2,78.675,0.208,75.75,0.288
zero,32,2,78.087,0.204,75.192,0.115
zero,33,2,77.106,0.185,74.269,0.077
zero,34,2,75.152,0.58,72.423,0.462
zero,35,2,73.582,1.016,70.942,0.865
zero,36,2,71.678,1.036,69.154,0.885
zero,37,2,70.197,1.517,67.75,1.327
zero,38,2,66.254,0.471,64.038,0.346
zero,39,2,62.673,0.326,60.673,0.212
zero,40,2,59.788,0.676,57.942,0.75
low,18,1,74.363,0.0,71.615,0.0
low,19,2,72.427,3.025,69.673,2.981
low,20,2,73.427,3.025,70.635,2.981
low,21,2,74.427,3.025,71.596,2.981
low,22,2,75.427,3.025,72.558,2.981
low,23,2,76.427,3.025,73.519,2.981
low,24,2,77.427,3.025,74.481,2.981
low,25,2,78.312,3.065,75.327,3.019
low,26,2,78.763,2.958,75.769,2.923
low,27,2,79.218,2.936,76.269,2.962
low,28,2,79.546,2.956,76.596,2.981
low,29,2,79.698,2.976,76.769,3.0
low,30,2,78.837,2.115,75.962,2.192
low,31,2,78.415,1.693,75.577,1.808
low,32,2,77.784,1.061,74.981,1.212
low,33,2,77.784,1.061,74.981,1.212
low,34,2,76.78,0.058,74.019,0.25
low,35,2,75.808,0.652,73.115,0.423
