scenario,season,pool_count,pool_weighted_overall_mean,pool_weighted_overall_std,pool_avg_skill_mean,pool_avg_skill_std
zero,19,1,74.402,0.0,71.692,0.0
zero,20,1,75.402,0.0,72.654,0.0
zero,21,1,76.402,0.0,73.615,0.0
zero,22,1,77.402,0.0,74.577,0.0
zero,23,1,78.402,0.0,75.538,0.0
zero,24,1,79.402,0.0,76.5,0.0
zero,25,1,79.795,0.0,76.885,0.0
zero,26,1,79.841,0.0,76.962,0.0
zero,27,1,79.841,0.0,76.962,0.0
zero,28,1,79.841,0.0,76.962,0.0
zero,29,1,79.841,0.0,76.962,0.0
zero,30,1,79.841,0.0,76.962,0.0
zero,31,1,79.841,0.0,76.962,0.0
zero,32,1,79.841,0.0,76.962,0.0
zero,33,1,79.841,0.0,76.962,0.0
zero,34,1,79.841,0.0,76.962,0.0
zero,35,1,79.841,0.0,76.962,0.0
low,19,1,69.402,0.0,66.692,0.0
low,20,1,70.402,0.0,67.654,0.0
low,21,1,71.402,0.0,68.615,0.0
low,22,1,72.402,0.0,69.577,0.0
low,23,1,73.402,0.0,70.538,0.0
low,24,1,74.402,0.0,71.5,0.0
low,25,1,74.838,0.0,71.923,0.0
low,26,1,75.231,0.0,72.308,0.0
low,27,1,75.581,0.0,72.654,0.0
low,28,1,75.714,0.0,72.808,0.0
low,29,1,75.759,0.0,72.885,0.0
low,30,1,75.759,0.0,72.885,0.0
low,31,1,75.759,0.0,72.885,0.0
low,32,1,75.759,0.0,72.885,0.0
low,33,1,75.759,0.0,72.885,0.0
low,34,1,75.759,0.0,72.885,0.0
low,35,1,75.759,0.0,72.885,0.0
