scenario,run_id,seed_player_id,season,age,games,goals,assists,weighted_overall,avg_skill,total_skill_change,final_multiplier,profile_name,trait_name,skill_attack,skill_defense,skill_balance,skill_stamina,skill_top_speed,skill_acceleration,skill_response,skill_agility,skill_dribble_accuracy,skill_dribble_speed,skill_short_pass_accuracy,skill_short_pass_speed,skill_long_pass_accuracy,skill_long_pass_speed,skill_shot_accuracy,skill_shot_power,skill_shot_technique,skill_free_kick_accuracy,skill_swerve,skill_heading,skill_jump,skill_technique,skill_aggression,skill_mentality,skill_goal_keeping,skill_team_work
low,1,3226,19,19,12,1,1,68.112,66.885,25,2.1384,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,41,74
medium,2,3226,19,19,26,6,5,63.112,61.885,25,1.3234,unknown,regular,64,23,51,57,59,57,53,60,74,59,82,70,83,73,67,62,57,73,77,51,54,81,64,53,36,69
great,3,3226,19,19,35,15,15,64.242,62.923,78,5.2782,unknown,regular,65,24,52,59,60,58,54,61,75,60,83,71,84,74,68,64,58,74,78,52,55,83,65,54,35,70
starter,4,3226,17,17,34,2,4,64.112,62.846,50,3.3723,unknown,regular,65,24,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,36,70
bench,5,3226,17,17,8,0,0,66.112,64.885,25,0.744,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,39,72
low,6,3226,19,19,12,1,1,65.695,64.423,39,2.501,unknown,regular,66,25,54,60,62,60,56,63,77,61,85,72,86,76,69,65,59,75,79,53,57,84,66,55,38,72
medium,7,3226,17,17,26,6,5,65.077,63.769,74,4.7974,unknown,regular,66,24,53,59,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,36,71
great,8,3226,18,18,35,15,15,69.928,68.577,95,8.8177,unknown,regular,71,29,58,64,66,64,60,67,81,66,89,77,90,80,73,69,63,79,83,58,61,88,71,60,40,76
starter,9,3226,19,19,34,2,4,69.408,68.154,32,3.6082,unknown,regular,70,29,57,64,66,63,59,66,81,65,89,76,89,79,73,69,63,79,83,57,61,88,70,59,42,75
bench,10,3226,17,17,8,0,0,67.112,65.885,25,1.8981,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,40,73
low,11,3226,19,19,12,1,1,64.266,63.038,29,0.9721,unknown,sharpie,65,24,52,58,60,58,54,61,75,60,83,71,84,74,69,64,59,75,78,52,55,82,65,54,37,70
medium,12,3226,19,19,26,6,5,65.157,63.808,101,6.8756,unknown,regular,66,25,53,60,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,35,71
great,13,3226,17,17,35,15,15,66.112,64.885,25,1.6896,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,39,72
starter,14,3226,18,18,34,2,4,67.49,66.192,59,5.0444,unknown,regular,68,27,55,62,64,62,57,64,79,64,87,74,87,77,71,67,61,77,81,55,59,86,68,57,39,73
bench,15,3226,18,18,8,0,0,66.966,65.731,21,0.4581,unknown,regular,68,26,55,61,63,61,57,64,78,63,86,74,87,77,70,66,61,76,80,55,58,85,68,57,40,73
low,16,3226,17,17,12,1,1,63.112,61.885,25,0.779,unknown,regular,64,23,51,57,59,57,53,60,74,59,82,70,83,73,67,62,57,73,77,51,54,81,64,53,36,69
medium,17,3226,18,18,26,6,5,67.106,65.846,50,3.3693,unknown,sharpie,68,26,54,60,62,60,57,64,78,63,86,74,87,77,72,69,62,78,81,55,57,85,68,57,39,73
great,18,3226,17,17,35,15,15,68.539,67.231,86,6.9289,unknown,sharpie,69,28,55,62,63,61,58,65,79,64,87,75,88,78,75,73,65,81,82,56,58,86,69,58,39,74
starter,19,3226,17,17,34,2,4,67.112,65.885,25,2.0096,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,40,73
bench,20,3226,18,18,8,0,0,69.242,68.0,28,3.4777,unknown,regular,70,29,57,64,65,63,59,66,80,65,88,76,89,79,73,69,63,79,83,57,60,88,70,59,42,75
low,21,3226,17,17,12,1,1,69.851,68.577,43,4.0759,unknown,regular,71,29,58,64,66,64,60,67,81,66,89,77,90,80,73,69,63,79,83,58,61,88,70,59,42,76
medium,22,3226,19,19,26,6,5,69.112,67.846,50,4.3417,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,41,75
great,23,3226,17,17,35,15,15,67.2,65.885,77,6.4663,unknown,regular,68,27,55,62,63,61,57,64,78,63,86,74,87,77,71,67,61,77,81,55,58,85,68,57,38,73
starter,24,3226,18,18,34,2,4,68.157,66.923,26,2.8903,regular,regular,69,28,56,63,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,41,74
bench,25,3226,18,18,8,0,0,64.533,63.231,60,4.0001,unknown,regular,65,24,53,59,61,59,54,62,76,60,84,71,85,74,68,64,58,74,78,52,55,83,65,54,36,70
low,26,3226,19,19,12,1,1,65.112,63.846,50,3.4417,unknown,regular,66,25,53,59,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,37,71
medium,27,3226,18,18,26,6,5,69.325,68.0,80,8.0552,unknown,regular,70,29,58,64,66,63,59,66,80,65,89,76,89,79,73,69,63,79,83,57,60,87,70,59,40,75
great,28,3226,19,19,35,15,15,68.077,66.808,49,3.5302,unknown,regular,69,27,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,40,74
starter,29,3226,17,17,34,2,4,64.776,63.423,91,5.7459,unknown,regular,65,24,53,59,61,59,55,62,76,61,84,72,85,75,68,64,58,74,78,52,56,83,65,54,35,71
bench,30,3226,18,18,8,0,0,67.112,65.846,50,3.865,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
low,31,3226,17,17,12,1,1,62.112,60.885,25,0.8643,unknown,regular,63,22,50,56,58,56,52,59,73,58,81,69,82,72,66,61,56,72,76,50,53,80,63,52,35,68
medium,32,3226,18,18,26,6,5,64.157,62.923,26,2.0145,unknown,regular,65,24,52,59,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,37,70
great,33,3226,18,18,35,15,15,68.492,67.077,160,10.2398,unknown,sharpie,68,27,54,60,62,60,58,65,79,64,87,75,88,78,77,77,67,83,81,55,57,86,68,58,36,74
starter,34,3226,18,18,34,2,4,67.2,65.923,52,4.8054,unknown,regular,68,27,55,62,63,61,57,64,78,63,86,74,87,77,71,67,61,77,81,55,58,85,68,57,39,73
bench,35,3226,19,19,8,0,0,64.077,62.808,49,2.5355,unknown,regular,65,23,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,36,70
low,36,3226,18,18,12,1,1,66.112,64.885,25,0.8935,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,39,72
medium,37,3226,17,17,26,6,5,63.112,61.846,50,2.6013,unknown,regular,64,23,51,57,59,57,53,60,74,59,82,70,83,73,67,62,57,73,77,51,54,81,64,53,35,69
great,38,3226,19,19,35,15,15,66.2,64.962,27,2.5117,unknown,regular,67,26,54,61,62,60,56,63,77,62,85,73,86,76,70,66,60,76,80,54,57,84,67,56,39,72
starter,39,3226,19,19,34,2,4,64.112,62.885,25,1.207,unknown,regular,65,24,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,37,70
